,cpu_pwr,cpu_temp,gpu_pwr,gpu_temp,timestamp
599,0.164,26.5,0.041,25,1612813194.01086
600,0.205,27,0.122,25.5,1612813195.06381
601,0.164,27,0.041,25.5,1612813196.12838
602,0.164,26.5,0.041,25.5,1612813197.18482
603,0.287,27,0.081,25.5,1612813198.23885
604,0.164,26.5,0,27.5,1612813199.29977
605,0.205,26.5,0.081,26,1612813200.36138
606,0.164,26.5,0.041,25.5,1612813201.4149
607,0.164,26.5,0.041,25.5,1612813202.47883
608,0.164,27,0.081,26,1612813203.5362
609,0.164,26.5,0.041,25.5,1612813204.59686
610,0.164,26.5,0.041,25.5,1612813205.65238
611,0.246,26.5,0.081,25,1612813206.692
612,0.123,26.5,0,27.5,1612813207.75049
613,0.164,26.5,0.041,25.5,1612813208.80576
614,0.164,26.5,0.041,25.5,1612813209.86055
615,0.164,26,0.041,25.5,1612813210.93439
616,0.164,26,0.082,26,1612813211.99168
617,0.164,26.5,0.041,25,1612813213.05642
618,0.164,26.5,0.041,25.5,1612813214.11439
619,0.205,27,0.122,25.5,1612813215.17252
620,0.164,26.5,0,27.5,1612813216.23096
621,0.164,26.5,0,27.5,1612813217.29183
622,0.164,26.5,0.041,25.5,1612813218.34624
623,0.164,26.5,0.041,25.5,1612813219.40776
624,0.164,26.5,0.041,25.5,1612813220.46259
625,0.164,26.5,0.082,25.5,1612813221.51742
626,0.164,26.5,0.041,25.5,1612813222.57074
627,0.205,27,0.082,25.5,1612813223.62481
628,0.164,26,0,27,1612813224.68683
629,0.164,26,0,27,1612813225.7406
630,0.164,26.5,0.041,25.5,1612813226.79527
631,0.123,26,0.041,25.5,1612813227.85081
632,0.164,26.5,0.041,25.5,1612813228.90854
633,0.205,26.5,0.081,25,1612813229.96518
634,0.164,26.5,0.041,25.5,1612813231.01943
635,0.164,26.5,0.082,25.5,1612813232.08311
636,0.164,26,0,25,1612813233.14666
637,0.164,26,0,27.5,1612813234.20726
638,0.123,26.5,0.041,26,1612813235.26699
639,0.164,26,0.041,25.5,1612813236.32864
640,0.164,26,0.041,25.5,1612813237.38989
641,0.205,26.5,0.122,25,1612813238.44028
642,0.164,26,0.041,25,1612813239.50411
643,0.164,26.5,0.041,25,1612813240.55914
644,0.246,26.5,0.04,25.5,1612813241.60847
645,0.164,26,0,27,1612813242.66214
646,0.164,26,0.041,25,1612813243.71856
647,0.164,26,0.041,25.5,1612813244.77124
648,0.164,26.5,0.041,25,1612813245.8274
649,0.204,26,0.122,25.5,1612813246.86947
650,0.164,26.5,0.041,25,1612813247.92693
651,0.164,26,0.041,25,1612813248.98822
652,0.205,26.5,0.041,25,1612813250.03993
653,0.164,26,0,27,1612813251.09334
654,0.164,26.5,0.041,25,1612813252.15294
655,0.164,26,0.041,25,1612813253.21107
656,0.164,26.5,0.041,25,1612813254.26752
657,0.164,26,0.122,25,1612813255.31931
658,0.123,26.5,0.041,25,1612813256.38465
659,0.164,26.5,0.041,25,1612813257.43984
660,0.287,26.5,0.081,25,1612813258.48015
661,0.164,26.5,0,27,1612813259.53274
662,0.123,26.5,0.041,24.5,1612813260.58846
663,0.164,26,0.041,24.5,1612813261.65674
664,0.164,26,0.041,25,1612813262.70988
665,0.164,26,0.082,25.5,1612813263.76777
666,0.164,26.5,0.041,25,1612813264.8233
667,0.164,26,0.041,25,1612813265.88443
668,0.287,26,0.122,25,1612813266.93463
669,0.164,26,0,27,1612813267.99056
670,0.164,26,0.041,25,1612813269.04414
671,0.164,26.5,0.041,25,1612813270.10039
672,0.164,26,0.041,25,1612813271.16022
673,0.164,26.5,0.082,25,1612813272.2156
674,0.61,26.5,0.04,25,1612813273.25826
675,0.448,26,0.04,25.5,1612813274.30218
676,0.285,26.5,0.081,25,1612813275.34029
677,0.204,26,0,27.5,1612813276.39416
678,0.163,26.5,0.04,25,1612813277.45081
679,0.326,26.5,0.04,25,1612813278.49558
680,0.122,26,0,27,1612813279.5518
681,0.73,27,0.324,25.5,1612813280.58829
682,0.849,27,0.323,25.5,1612813281.62443
683,0.732,26.5,0.04,25,1612813282.65834
