,cpu_pwr,cpu_temp,gpu_pwr,gpu_temp,timestamp,tot_pwr
930,0.912,54.0,0.0,54.0,1617815623.3933494,3.643
931,0.514,57.0,4.73,56.0,1617815624.4443922,8.318
932,0.439,57.5,4.226,56.0,1617815625.4896073,7.575
933,0.473,57.5,4.738,57.0,1617815626.5357113,8.292
934,2.056,57.0,1.655,55.0,1617815627.6047587,6.157
935,0.403,57.5,3.623,56.0,1617815628.6515272,6.803
936,0.397,58.0,4.84,57.0,1617815629.700023,8.174
937,0.396,58.0,4.944,57.0,1617815630.7471724,8.305
938,1.033,54.5,0.041,54.5,1617815631.79318,3.602
939,2.316,54.5,0.0,53.5,1617815632.8554037,4.899
940,0.361,56.5,3.651,56.0,1617815633.9045825,6.861
941,0.356,58.5,4.809,56.5,1617815634.9525332,8.304
942,0.393,58.5,4.99,57.0,1617815635.999563,8.659
943,0.318,58.0,4.53,57.0,1617815637.0458553,8.055
944,0.401,58.0,4.073,56.0,1617815638.095405,7.587
945,0.357,58.5,4.833,57.0,1617815639.1441739,8.305
946,0.728,56.5,2.548,55.5,1617815640.1992955,6.198
947,0.912,54.5,0.0,54.5,1617815641.2452846,3.561
948,0.482,56.5,3.685,56.0,1617815642.2960076,7.08
949,0.479,57.5,4.1,56.5,1617815643.3467221,7.563
950,0.435,58.5,4.888,57.0,1617815644.3956435,8.357
951,0.44,58.0,4.273,56.5,1617815645.4408925,7.587
952,0.442,57.5,3.657,56.0,1617815646.4858763,6.913
953,0.398,58.0,4.721,57.0,1617815647.5342703,8.094
954,0.47,59.0,5.06,57.5,1617815648.5815823,8.905
955,0.909,55.0,0.206,55.0,1617815649.632681,4.32
956,0.99,54.5,0.0,54.5,1617815650.6785636,3.709
957,0.441,57.0,3.645,56.0,1617815651.7234051,6.902
958,0.398,58.0,4.252,56.5,1617815652.7681572,7.591
959,0.389,59.0,5.283,57.5,1617815653.823061,9.463
960,0.444,57.0,3.709,57.0,1617815654.8656602,6.733
961,0.36,58.5,4.313,56.5,1617815655.9103093,7.56
962,0.357,58.5,4.785,57.0,1617815656.9576285,8.319
963,0.36,58.0,4.353,57.0,1617815658.0068753,7.667
964,0.91,55.5,0.0,54.5,1617815659.058729,4.128
965,0.725,57.0,2.768,56.0,1617815660.104263,6.54
966,0.478,57.5,4.06,56.5,1617815661.1519845,7.523
967,0.395,58.5,4.849,57.0,1617815662.1990762,8.292
968,0.436,58.5,4.595,57.0,1617815663.243985,8.055
969,0.322,57.0,3.657,56.0,1617815664.3000846,6.993
970,0.4,58.0,4.273,56.5,1617815665.3447545,7.507
971,0.47,59.5,5.153,57.0,1617815666.39982,9.276
972,1.556,56.0,0.245,54.0,1617815667.4456275,4.717
973,0.993,55.5,0.0,55.0,1617815668.4959369,3.803
974,0.479,57.0,3.514,56.0,1617815669.540454,7.28
975,0.439,58.0,4.266,56.5,1617815670.5848682,7.535
976,0.435,58.5,4.896,57.0,1617815671.6406517,8.397
977,1.046,58.0,3.381,56.5,1617815672.6815956,6.883
978,0.441,58.0,4.24,57.0,1617815673.7322032,7.48
979,0.436,58.5,4.833,57.5,1617815674.7795668,8.279
980,0.515,58.5,4.714,57.5,1617815675.8333626,8.174
981,0.993,55.5,0.0,54.5,1617815676.8791344,3.803
982,1.709,55.5,0.693,54.0,1617815677.9265058,5.136
983,0.402,57.5,3.657,56.5,1617815678.971487,6.792
984,0.396,58.5,4.896,57.5,1617815680.0172384,8.226
985,0.396,59.0,4.944,57.5,1617815681.0626283,8.345
986,0.478,58.0,4.173,57.0,1617815682.1179664,8.015
987,0.4,58.0,4.153,57.0,1617815683.166294,7.587
988,0.396,58.5,4.721,57.5,1617815684.2138937,8.174
989,1.63,56.5,0.774,55.0,1617815685.2678928,5.267
990,0.87,55.0,0.0,55.0,1617815686.314592,3.561
991,0.521,56.5,3.554,56.5,1617815687.3620663,7.456
992,0.4,58.0,4.313,56.5,1617815688.4083562,7.507
993,0.396,59.0,4.825,57.5,1617815689.455161,8.226
994,0.4,58.0,3.892,56.0,1617815690.5067623,6.843
995,0.363,57.0,3.467,56.5,1617815691.5568256,6.814
996,0.357,59.5,4.92,57.0,1617815692.6056178,8.174
997,0.434,59.0,5.046,57.5,1617815693.6544394,8.568
998,1.033,55.5,0.082,55.5,1617815694.7081945,3.726
999,0.91,55.0,0.0,54.5,1617815695.7563884,3.514
1000,0.4,58.0,3.68,56.0,1617815696.805511,7.2
1001,0.399,59.0,4.458,56.5,1617815697.8526952,7.975
1002,0.429,59.5,5.408,57.5,1617815698.9047189,9.494
1003,0.403,57.5,3.685,57.0,1617815699.950437,7.547
1004,0.36,58.5,4.32,57.0,1617815700.9987452,7.64
1005,0.357,59.0,4.872,57.0,1617815702.0468283,8.358
1006,0.361,58.5,3.852,57.0,1617815703.0996876,6.924
1007,0.91,55.5,0.0,55.0,1617815704.150876,4.162
1008,0.522,57.5,3.56,56.5,1617815705.1973805,7.08
1009,0.36,58.0,4.066,57.0,1617815706.2471027,7.575
1010,0.435,60.0,4.888,57.5,1617815707.2939825,8.436
1011,0.439,58.5,4.306,57.5,1617815708.3393948,7.707
1012,0.362,58.0,3.703,56.5,1617815709.3866944,6.924
1013,0.361,59.0,4.273,57.0,1617815710.431735,7.587
1014,0.43,59.5,5.231,57.5,1617815711.4855561,9.369
1015,0.95,55.5,0.247,54.5,1617815712.5360954,4.204
1016,0.87,55.0,0.0,54.5,1617815713.5850332,3.921
1017,0.441,57.5,3.651,56.5,1617815714.6300623,7.022
1018,0.439,58.5,4.226,57.0,1617815715.6757262,7.575
1019,0.432,59.5,5.013,58.0,1617815716.7309282,9.033
1020,0.646,58.0,3.588,57.0,1617815717.7742746,6.773
1021,0.44,58.5,4.16,57.0,1617815718.8200178,7.56
1022,0.436,59.0,4.912,57.5,1617815719.8653305,8.319
1023,0.438,59.5,4.538,57.5,1617815720.911259,7.894
1024,0.87,55.5,0.0,55.0,1617815721.9637713,4.086
1025,0.815,56.5,1.785,55.0,1617815723.008849,5.518
1026,0.4,58.5,4.113,57.0,1617815724.0563765,7.388
1027,0.396,59.5,4.936,57.5,1617815725.1050658,8.226
1028,0.435,59.5,4.785,57.5,1617815726.1642456,8.345
1029,0.402,58.0,3.663,57.0,1617815727.2073076,6.964
1030,0.4,59.0,4.273,57.5,1617815728.252122,7.587
1031,0.47,59.5,5.17,58.0,1617815729.3077455,9.126
1032,1.597,57.0,0.245,55.0,1617815730.35739,4.642
1033,0.95,55.5,0.0,55.5,1617815731.4066253,3.844
1034,0.476,57.5,4.087,57.0,1617815732.4694626,8.029
1035,0.399,58.0,4.153,57.0,1617815733.5180342,7.722
1036,0.356,60.0,4.753,57.5,1617815734.5662692,8.331
1037,1.693,58.0,2.612,57.0,1617815735.6159935,7.102
1038,0.361,59.0,3.972,57.5,1617815736.6614792,7.44
1039,0.397,59.5,4.84,58.0,1617815737.7105644,8.24
1040,0.396,60.0,4.983,58.5,1617815738.761131,8.489
1041,0.952,55.5,0.0,56.0,1617815739.8147523,4.162
1042,2.003,56.0,0.081,54.5,1617815740.870139,5.055
1043,0.442,57.0,3.376,57.0,1617815741.9201894,6.872
1044,0.435,59.0,4.936,58.0,1617815742.9696634,8.252
1045,0.435,60.0,5.006,58.0,1617815744.0169864,8.529
1046,0.439,58.0,4.219,57.0,1617815745.0796173,7.854
1047,0.4,59.0,4.32,57.5,1617815746.131253,7.52
1048,0.397,60.0,4.92,58.0,1617815747.1801467,8.147
1049,1.589,57.5,0.898,55.5,1617815748.2339747,5.348
1050,1.035,55.5,0.0,55.5,1617815749.2847533,3.762
1051,0.64,57.5,3.154,57.0,1617815750.339124,7.296
1052,0.359,59.5,4.259,57.5,1617815751.3846343,7.603
1053,0.395,60.0,4.738,58.0,1617815752.4317064,8.331
1054,0.4,59.5,4.313,58.0,1617815753.477255,7.587
1055,0.363,58.5,3.703,57.0,1617815754.5276263,6.883
1056,0.358,59.5,4.872,58.0,1617815755.5745664,8.279
1057,0.395,60.0,5.077,58.0,1617815756.6242132,8.712
1058,0.952,56.0,0.123,56.0,1617815757.6760342,4.086
1059,0.868,56.0,0.0,55.5,1617815758.7296515,4.156
1060,0.482,58.0,3.691,57.0,1617815759.783564,6.821
1061,0.36,59.5,4.193,57.5,1617815760.8312757,7.468
1062,0.467,60.0,5.438,58.5,1617815761.8842335,9.533
1063,0.404,57.5,3.553,57.5,1617815762.9395065,6.744
1064,0.4,59.0,4.206,57.5,1617815763.9863577,7.532
1065,0.358,59.5,4.84,58.5,1617815765.035413,8.213
1066,0.401,59.0,4.326,58.0,1617815766.083134,7.532
1067,1.116,56.0,0.0,56.0,1617815767.1297166,3.726
1068,0.56,57.5,3.594,57.0,1617815768.1820712,7.108
1069,0.399,59.0,4.226,57.5,1617815769.228417,7.682
1070,0.396,60.0,4.944,58.0,1617815770.2769246,8.2
1071,0.4,59.5,4.36,58.0,1617815771.3236005,7.627
1072,0.403,58.0,3.657,57.5,1617815772.3773794,7.331
1073,0.401,59.5,4.273,57.5,1617815773.4250522,7.854
1074,0.43,60.0,5.153,59.0,1617815774.4799762,9.432
1075,0.91,57.0,0.248,55.0,1617815775.530875,4.086
1076,0.952,55.5,0.0,55.5,1617815776.5812736,4.121
1077,0.401,58.5,3.685,57.5,1617815777.6259358,7.011
1078,0.398,59.5,4.212,58.0,1617815778.6716053,7.643
1079,0.43,60.0,5.144,58.5,1617815779.7257967,9.12
1080,0.604,58.5,3.663,58.0,1617815780.770953,6.814
1081,0.44,59.5,4.28,58.0,1617815781.8157425,7.6
1082,0.396,59.5,4.864,58.5,1617815782.8647923,8.398
1083,0.399,59.5,4.465,58.5,1617815783.9135253,7.707
1084,0.953,56.0,0.0,56.0,1617815784.9608455,3.886
1085,0.901,57.0,1.141,55.5,1617815786.0073504,5.014
1086,0.4,58.5,3.8,57.5,1617815787.0546334,7.268
1087,0.434,60.0,4.849,58.5,1617815788.1015124,8.357
1088,0.436,60.5,4.944,58.5,1617815789.148404,8.358
1089,0.361,58.5,3.605,57.5,1617815790.195598,7.303
1090,0.361,59.5,4.36,58.0,1617815791.245806,7.6
1091,0.397,60.5,4.936,58.5,1617815792.3005145,8.777
1092,1.594,58.0,0.327,56.0,1617815793.3509793,5.038
1093,0.787,56.0,0.0,56.0,1617815794.3978596,3.921
1094,0.473,59.0,4.73,57.5,1617815795.4567792,8.029
1095,0.399,60.0,4.299,58.0,1617815796.500912,7.563
1096,0.435,60.5,4.896,58.5,1617815797.5489528,8.357
1097,2.184,58.5,1.458,57.0,1617815798.6011348,5.892
1098,0.403,59.0,3.703,57.5,1617815799.6484196,6.883
1099,0.436,60.0,4.952,59.0,1617815800.6994486,8.279
1100,0.396,60.5,4.991,59.0,1617815801.747781,8.279
1101,1.074,57.0,0.248,55.5,1617815802.7941442,3.803
1102,2.198,57.5,0.325,56.0,1617815803.8655279,6.44
1103,0.402,59.0,3.737,57.0,1617815804.9131007,6.953
1104,0.396,60.0,4.825,58.5,1617815805.961202,8.331
1105,0.435,60.0,4.857,59.0,1617815807.0098872,8.385
1106,0.48,59.5,3.52,58.0,1617815808.06033,7.411
1107,0.4,60.5,4.313,58.0,1617815809.1047306,7.587
1108,0.396,61.0,4.952,59.0,1617815810.1548603,8.424
1109,1.753,57.5,0.367,56.5,1617815811.2267623,5.267
1110,1.074,57.0,0.0,56.0,1617815812.274706,3.679
1111,0.6,59.0,3.154,58.0,1617815813.3306985,7.563
1112,0.399,60.0,4.266,57.5,1617815814.376494,7.643
1113,0.395,60.5,4.857,58.5,1617815815.4239016,8.357
1114,0.36,60.5,4.32,58.0,1617815816.4717426,7.587
1115,0.363,58.5,3.548,57.5,1617815817.52387,6.883
1116,0.357,60.5,4.983,58.5,1617815818.574241,8.464
1117,0.355,60.5,5.038,59.0,1617815819.6229951,8.555
1118,0.912,57.0,0.082,56.5,1617815820.6685061,3.685
1119,0.91,56.5,0.0,56.0,1617815821.7213223,3.88
1120,0.482,58.0,3.714,58.0,1617815822.7739341,7.24
1121,0.44,60.5,4.219,58.5,1617815823.820638,7.762
1122,0.507,60.5,5.222,59.5,1617815824.8760464,9.354
1123,0.444,58.5,3.507,58.0,1617815825.930771,6.773
1124,0.4,59.5,4.2,58.5,1617815826.9760542,7.56
1125,0.396,60.5,4.833,59.0,1617815828.0249717,8.424
1126,0.4,60.5,4.32,58.5,1617815829.07059,7.6
1127,1.033,57.0,0.0,56.0,1617815830.1195836,3.844
1128,0.561,58.5,3.525,57.5,1617815831.164195,6.861
1129,0.439,60.0,4.306,58.0,1617815832.2110922,7.575
1130,0.435,60.0,4.785,59.0,1617815833.2606776,8.305
1131,0.4,60.0,4.392,59.0,1617815834.3092554,7.775
1132,0.403,59.0,3.703,58.5,1617815835.3557549,6.964
1133,0.44,60.0,4.24,58.0,1617815836.4004896,7.64
1134,0.469,61.0,5.27,59.0,1617815837.4544754,9.306
1135,1.071,57.0,0.247,56.0,1617815838.5082107,4.169
1136,0.952,56.5,0.0,56.5,1617815839.554698,3.519
1137,0.401,59.0,3.691,58.0,1617815840.604499,6.902
1138,0.438,60.5,4.259,58.0,1617815841.6496563,7.603
1139,0.43,60.5,5.3,59.0,1617815842.7032018,9.198
1140,0.524,59.0,3.669,58.5,1617815843.748503,6.733
1141,0.4,60.0,4.32,58.5,1617815844.7949786,7.56
1142,0.357,60.0,4.912,59.0,1617815845.8450627,8.358
1143,0.399,60.0,4.512,59.0,1617815846.8946438,7.707
1144,1.035,57.0,0.0,56.5,1617815847.9436352,3.726
1145,1.024,57.0,0.942,56.5,1617815848.9872358,4.505
1146,0.361,59.0,3.651,58.0,1617815850.0354817,7.2
1147,0.395,60.0,4.778,59.0,1617815851.0865922,8.357
1148,0.396,60.0,4.944,59.0,1617815852.1355367,8.489
1149,0.401,59.0,3.651,58.5,1617815853.181394,7.303
1150,0.36,60.0,4.28,58.5,1617815854.230402,7.735
1151,0.394,60.5,5.217,59.5,1617815855.2865794,8.984
1152,1.843,58.5,0.286,57.0,1617815856.3482852,5.193
1153,0.993,57.0,0.0,57.0,1617815857.3951592,3.921
1154,0.513,59.0,4.271,58.5,1617815858.4558215,8.068
1155,0.399,59.5,4.306,59.0,1617815859.5024016,7.563
1156,0.435,60.5,4.936,59.0,1617815860.5529513,8.292
1157,1.95,59.5,1.379,57.5,1617815861.6010633,6.238
1158,0.362,59.5,3.743,58.5,1617815862.649745,6.924
1159,0.397,61.0,4.96,59.5,1617815863.6991649,8.24
1160,0.396,60.5,5.054,59.5,1617815864.7495372,8.464
1161,0.992,57.5,0.041,57.0,1617815865.8034792,3.768
1162,2.123,58.0,0.0,56.0,1617815866.8602967,4.695
1163,0.442,58.5,3.685,58.0,1617815867.9104717,6.931
1164,0.395,60.5,4.88,59.5,1617815868.9589589,8.265
1165,0.432,61.5,5.069,59.0,1617815870.0054579,8.698
1166,0.358,60.0,4.714,59.5,1617815871.0524013,8.24
1167,0.4,60.0,4.226,58.5,1617815872.099565,7.707
1168,0.396,61.0,4.864,59.5,1617815873.1473885,8.424
1169,0.972,59.5,2.147,58.0,1617815874.1980155,6.126
1170,0.993,57.5,0.0,56.5,1617815875.2521117,3.962
1171,0.72,59.0,3.149,58.0,1617815876.3071518,7.563
1172,0.439,60.0,4.306,58.5,1617815877.3514478,7.627
1173,0.435,60.5,4.864,59.0,1617815878.3960984,8.305
1174,0.4,60.5,4.353,58.5,1617815879.4441757,7.48
1175,0.403,59.0,3.703,58.5,1617815880.493413,6.883
1176,0.554,61.0,4.936,59.5,1617815881.5419152,8.489
1177,0.434,61.0,5.125,60.0,1617815882.5907106,8.673
1178,0.992,57.5,0.123,57.0,1617815883.6430624,3.844
1179,1.069,57.5,0.0,56.5,1617815884.6910467,3.915
1180,0.401,59.5,3.731,58.5,1617815885.7391777,6.872
1181,0.399,60.5,4.346,59.0,1617815886.7884045,7.575
1182,0.467,61.0,5.253,60.0,1617815887.8434525,9.416
1183,0.484,59.5,3.79,59.0,1617815888.8892503,6.773
1184,0.36,60.0,4.2,59.0,1617815889.937006,7.667
1185,0.357,61.0,4.92,59.5,1617815890.9864094,8.213
1186,0.4,60.0,4.313,59.5,1617815892.0330172,7.64
1187,1.155,57.5,0.0,57.0,1617815893.0792027,3.803
1188,0.683,59.0,3.29,58.0,1617815894.1276784,6.891
1189,0.399,60.5,4.226,59.0,1617815895.17271,7.535
1190,0.395,61.0,4.975,59.5,1617815896.2215717,8.292
1191,0.398,61.0,4.577,59.5,1617815897.2655408,7.854
1192,0.442,59.5,3.691,58.5,1617815898.3154752,7.113
1193,0.4,59.5,4.193,59.5,1617815899.365739,7.627
1194,0.43,61.5,5.27,60.0,1617815900.4186168,9.432
1195,1.44,58.5,0.246,56.5,1617815901.4673765,4.286
1196,1.035,57.0,0.0,57.0,1617815902.5189805,3.72
1197,0.437,60.0,3.622,58.5,1617815903.5682635,7.483
1198,0.398,60.0,4.339,59.5,1617815904.6172,7.71
1199,0.395,61.0,4.849,60.0,1617815905.6717587,8.605
1200,1.008,59.5,3.341,59.0,1617815906.713673,6.964
1201,0.361,60.5,4.28,59.5,1617815907.7618532,7.56
1202,0.357,61.0,4.833,60.0,1617815908.81154,8.358
1203,0.397,61.0,4.785,60.0,1617815909.8675942,8.398
1204,0.953,57.5,0.0,57.0,1617815910.917404,3.886
1205,1.339,58.0,1.217,57.0,1617815911.9641652,5.599
1206,0.442,59.5,3.76,59.0,1617815913.0123699,7.228
1207,0.433,61.0,4.809,59.5,1617815914.060107,8.318
1208,0.435,61.5,4.904,59.5,1617815915.1068716,8.385
1209,0.48,60.0,3.52,59.0,1617815916.15606,7.451
1210,0.44,60.5,4.313,59.0,1617815917.2032495,7.6
1211,0.436,61.0,4.952,60.0,1617815918.2531269,8.358
1212,1.556,59.0,0.409,57.5,1617815919.3099654,5.038
1213,0.91,58.0,0.0,57.5,1617815920.3675106,3.762
1214,0.592,60.5,4.644,59.0,1617815921.413417,8.304
1215,0.399,60.0,4.186,59.0,1617815922.463204,7.643
1216,0.395,61.0,4.896,59.5,1617815923.5131724,8.371
1217,1.572,60.5,1.733,58.0,1617815924.5927842,6.471
1218,0.403,61.0,3.703,59.0,1617815925.6374676,6.964
1219,0.476,61.0,4.952,60.0,1617815926.6814294,8.358
1220,0.435,61.5,5.023,60.0,1617815927.7274377,8.385
1221,0.912,57.0,0.041,57.5,1617815928.7745497,3.726
1222,2.201,59.0,0.0,56.5,1617815929.846149,4.899
1223,0.361,59.5,3.731,59.0,1617815930.8937712,7.011
1224,0.356,61.0,4.857,60.0,1617815931.941627,8.239
1225,0.431,61.5,5.139,60.0,1617815932.989221,8.944
1226,0.4,60.5,4.306,60.5,1617815934.0351386,7.921
1227,0.36,60.5,4.36,59.5,1617815935.0870001,7.52
1228,0.397,62.5,4.991,60.0,1617815936.1340175,8.424
1229,0.604,59.5,3.109,59.0,1617815937.1850455,6.431
1230,0.952,57.5,0.0,57.5,1617815938.238774,4.045
1231,0.48,60.0,3.702,59.0,1617815939.2908754,7.416
1232,0.36,60.5,4.146,59.0,1617815940.3399534,7.722
1233,0.435,61.5,4.936,60.0,1617815941.3875945,8.371
1234,0.439,61.5,4.346,59.5,1617815942.4344049,7.695
1235,0.401,60.5,3.691,59.5,1617815943.4802759,7.033
1236,0.358,62.0,4.793,60.0,1617815944.5285351,8.279
1237,0.507,62.0,5.153,60.0,1617815945.5767148,9.126
1238,0.949,58.0,0.247,57.0,1617815946.6292384,4.32
1239,0.91,57.0,0.0,57.5,1617815947.6808517,3.997
1240,0.442,59.5,3.731,59.0,1617815948.7265575,6.902
1241,0.438,60.5,4.339,59.5,1617815949.7748692,7.603
1242,0.506,61.5,5.214,60.5,1617815950.831808,9.494
1243,0.403,59.5,3.79,59.5,1617815951.8807998,6.773
1244,0.36,60.5,4.24,59.5,1617815952.930292,7.667
1245,0.436,61.5,4.944,60.0,1617815953.978497,8.464
1246,0.48,61.0,4.273,59.5,1617815955.0250232,7.627
1247,0.869,57.0,0.0,57.5,1617815956.0765145,3.844
1248,0.561,59.5,3.32,58.5,1617815957.1260455,6.88
1249,0.439,60.0,4.226,59.0,1617815958.172745,7.535
1250,0.395,61.5,4.975,60.0,1617815959.2202473,8.292
1251,0.398,61.0,4.577,59.5,1617815960.2681787,7.775
1252,0.442,59.5,3.691,58.5,1617815961.3170655,7.113
1253,0.4,60.5,4.193,59.0,1617815962.366265,7.695
1254,0.468,61.0,5.408,60.0,1617815963.4208481,9.494
1255,1.195,57.5,0.247,57.0,1617815964.467537,4.045
1256,0.952,57.5,0.0,57.0,1617815965.5159762,3.561
1257,0.439,59.5,3.594,58.0,1617815966.5610738,7.416
1258,0.399,61.0,4.339,59.0,1617815967.610307,7.682
1259,0.395,62.0,5.038,60.0,1617815968.6666498,8.891
1260,0.725,59.5,3.542,59.0,1617815969.7110162,6.924
1261,0.4,60.0,4.113,59.0,1617815970.7590208,7.667
1262,0.357,61.0,4.904,59.5,1617815971.8061466,8.385
1263,0.398,61.0,4.61,59.5,1617815972.8516195,8.028
1264,0.993,57.0,0.0,56.5,1617815973.894253,3.643
1265,1.508,58.0,0.857,56.0,1617815974.937655,4.932
1266,0.482,59.0,3.731,58.0,1617815975.9873712,6.942
1267,0.355,60.5,4.928,59.0,1617815977.0381234,8.357
1268,0.357,61.0,4.864,59.5,1617815978.0873551,8.45
1269,1.107,60.5,3.605,58.5,1617815979.1432345,8.134
1270,1.19,62.5,4.271,59.0,1617815980.1886916,8.424
1271,0.397,61.0,4.944,59.0,1617815981.2351184,8.424
1272,1.594,58.5,0.531,57.0,1617815982.2933977,5.152
1273,0.87,56.0,0.0,56.5,1617815983.34208,3.886
1274,0.48,59.0,3.741,58.0,1617815984.3876681,7.591
1275,0.438,60.5,4.299,58.5,1617815985.4321163,7.643
1276,0.396,61.5,4.849,59.0,1617815986.4793532,8.397
1277,0.36,60.0,4.353,59.0,1617815987.529505,7.587
1278,0.362,59.0,3.703,58.0,1617815988.579705,6.883
1279,0.436,61.5,4.944,59.0,1617815989.629431,8.385
1280,0.473,61.0,5.085,59.5,1617815990.6762073,8.568
1281,0.952,57.0,0.124,56.5,1617815991.7245147,3.921
1282,0.947,58.5,0.0,57.0,1617815992.8022711,4.546
1283,0.361,59.0,3.691,58.0,1617815993.8507018,6.971
1284,0.355,60.5,4.738,59.0,1617815994.9001184,8.279
1285,0.432,60.5,5.139,59.0,1617815995.9481723,8.944
1286,0.359,59.0,4.498,59.0,1617815996.9927003,8.2
1287,0.401,59.5,4.193,58.5,1617815998.0412855,7.707
1288,0.357,61.0,4.84,59.0,1617815999.0911674,8.424
1289,0.931,59.0,2.228,57.5,1617816000.1459885,6.126
1290,0.952,57.0,0.0,56.5,1617816001.201004,4.121
1291,0.641,59.0,3.68,58.0,1617816002.2450485,7.16
1292,0.399,59.5,4.346,58.5,1617816003.2937608,7.615
1293,0.474,60.5,4.896,59.0,1617816004.3392982,8.331
1294,0.48,60.5,4.226,58.5,1617816005.3878934,7.707
1295,0.442,59.5,3.697,58.5,1617816006.4340672,7.073
1296,0.439,61.0,4.61,58.5,1617816007.4812114,8.028
1297,0.43,60.5,5.27,59.0,1617816008.5333655,9.306
1298,0.992,57.0,0.247,56.0,1617816009.5807962,4.162
1299,1.24,56.5,0.0,56.5,1617816010.6297152,4.08
1300,0.442,58.5,3.56,58.0,1617816011.6849267,7.268
1301,0.438,60.0,4.339,58.5,1617816012.7329724,7.563
1302,0.468,60.5,5.253,59.0,1617816013.7870958,9.237
1303,0.444,58.5,3.709,58.0,1617816014.831788,6.703
1304,0.4,59.5,4.32,58.0,1617816015.8819914,7.52
1305,0.397,60.0,4.84,58.5,1617816016.9292707,8.253
1306,0.399,60.0,4.346,58.5,1617816017.9749575,7.707
1307,0.829,57.0,0.0,56.0,1617816019.0217202,3.643
1308,0.763,58.0,3.17,57.5,1617816020.0651808,6.781
1309,0.438,59.0,4.1,58.0,1617816021.112013,7.563
1310,0.434,60.0,4.849,58.5,1617816022.1561005,8.318
1311,0.437,60.0,4.642,58.5,1617816023.202019,7.948
1312,0.442,58.5,3.623,57.5,1617816024.259793,7.223
1313,0.4,59.5,4.32,58.0,1617816025.3097866,7.52
1314,0.47,60.5,5.3,59.0,1617816026.3647766,9.228
1315,1.843,57.5,0.245,56.0,1617816027.4114494,4.642
1316,1.033,56.5,0.0,56.0,1617816028.4651294,3.643
1317,0.435,59.0,4.343,57.5,1617816029.5240145,7.989
1318,0.398,59.5,4.252,58.0,1617816030.5696216,7.643
1319,0.396,60.5,4.896,58.0,1617816031.6158464,8.371
1320,1.411,59.5,2.898,58.0,1617816032.6605847,7.073
1321,0.361,59.5,4.052,57.5,1617816033.7081816,7.44
1322,0.397,60.5,4.912,58.0,1617816034.757302,8.424
1323,0.357,60.5,4.983,58.5,1617816035.8129554,8.503
1324,0.952,56.5,0.0,56.5,1617816036.8629203,4.086
1325,1.714,56.5,0.284,55.5,1617816037.91037,5.096
1326,0.442,58.5,3.451,57.5,1617816038.9565039,6.942
1327,0.395,59.0,4.841,58.5,1617816040.0060375,8.279
1328,0.434,60.0,4.888,58.5,1617816041.054089,8.489
1329,0.596,58.5,4.133,58.0,1617816042.1168835,8.028
1330,0.4,59.0,4.353,58.5,1617816043.1666453,7.48
1331,0.396,59.5,4.912,58.5,1617816044.2169404,8.213
1332,1.508,58.0,0.816,56.5,1617816045.2654536,5.193
1333,0.91,56.5,0.0,56.0,1617816046.3162096,3.803
1334,0.637,58.0,3.815,58.0,1617816047.3613327,7.777
1335,0.4,59.5,4.306,57.5,1617816048.4079487,7.547
1336,0.396,59.5,4.896,58.0,1617816049.4563005,8.331
1337,0.4,58.5,3.818,57.5,1617816050.5095756,6.814
1338,0.363,58.5,3.628,57.5,1617816051.561,6.843
1339,0.357,60.0,4.92,58.5,1617816052.6103895,8.279
1340,0.395,60.0,5.014,58.5,1617816053.659328,8.673
1341,1.033,56.5,0.124,56.0,1617816054.7094836,4.204
1342,0.99,56.5,0.0,56.0,1617816055.758021,4.108
1343,0.401,58.0,3.708,57.5,1617816056.8102882,7.268
1344,0.36,59.5,4.451,58.0,1617816057.8564093,7.909
1345,0.429,60.0,5.361,58.5,1617816058.9091003,9.533
1346,0.444,58.0,3.104,57.5,1617816059.9612534,7.033
1347,0.44,59.0,4.273,57.5,1617816061.0072985,7.6
1348,0.475,60.0,4.746,58.5,1617816062.0556502,8.358
1349,0.48,59.5,4.313,58.0,1617816063.1024497,7.627
1350,0.992,57.0,0.0,56.0,1617816064.1539197,4.162
1351,0.56,58.0,3.594,57.5,1617816065.1994412,7.148
1352,0.478,59.0,4.14,57.5,1617816066.245771,7.643
1353,0.435,59.5,4.888,58.5,1617816067.293002,8.397
1354,0.439,59.5,4.346,58.0,1617816068.3371003,7.695
1355,0.362,58.5,3.697,57.5,1617816069.3833807,6.913
1356,0.36,59.5,4.313,58.0,1617816070.4292803,7.587
1357,0.43,60.0,5.183,58.5,1617816071.4830136,9.354
1358,1.155,56.5,0.247,55.5,1617816072.531698,4.286
1359,1.033,56.0,0.0,55.5,1617816073.5790439,4.162
1360,0.441,58.0,3.645,56.5,1617816074.624948,6.971
1361,0.398,59.0,4.219,57.5,1617816075.669756,7.643
1362,0.47,60.0,5.114,58.5,1617816076.724256,9.159
1363,0.604,58.5,3.623,57.5,1617816077.766975,6.803
1364,0.36,59.5,4.273,57.5,1617816078.8118026,7.587
1365,0.357,60.0,4.944,58.5,1617816079.8612096,8.305
1366,0.399,60.0,4.498,58.0,1617816080.9097383,7.775
1367,0.91,57.0,0.0,56.0,1617816081.9617994,4.162
1368,0.973,57.0,1.742,56.0,1617816083.0095718,5.55
1369,0.439,58.5,4.106,57.5,1617816084.0548253,7.404
1370,0.473,59.5,4.912,58.0,1617816085.1035473,8.448
