,cpu_pwr,cpu_temp,gpu_pwr,gpu_temp,timestamp,tot_pwr
446,0.713,46.5,3.09,45.0,1614747131.0664072,6.021
447,0.355,46.0,3.784,44.5,1614747132.1207037,6.702
448,0.313,47.0,4.433,45.0,1614747133.1707394,7.532
449,0.392,47.5,4.315,45.0,1614747134.2266026,7.348
450,0.686,44.5,0.0,44.5,1614747135.2727733,3.144
451,0.798,44.5,1.477,43.5,1614747136.3187695,4.832
452,0.316,46.0,3.711,44.5,1614747137.3619416,6.555
453,1.093,47.5,4.489,45.0,1614747138.400499,8.276
454,0.314,47.0,4.511,44.5,1614747139.4558594,7.454
455,0.355,45.5,3.193,44.0,1614747140.5045705,6.594
456,0.354,46.0,3.942,44.5,1614747141.558887,6.741
457,0.353,47.5,4.55,45.0,1614747142.6086626,7.414
458,1.557,44.5,0.32,43.0,1614747143.6615078,4.48
459,0.766,44.0,0.12,42.5,1614747144.7017293,3.341
460,0.354,45.5,3.968,44.0,1614747145.7485678,7.084
461,0.276,46.0,3.942,44.0,1614747146.7939265,6.741
462,0.314,46.0,4.511,45.0,1614747147.840694,7.414
463,2.023,45.5,0.993,43.0,1614747148.89775,5.294
464,0.277,45.0,3.288,44.0,1614747149.9476354,6.061
465,0.353,46.5,4.354,44.5,1614747150.9890985,7.454
466,0.313,46.5,4.55,44.5,1614747152.039389,7.493
467,0.884,43.5,0.161,42.5,1614747153.0854518,3.577
468,2.04,43.5,0.04,42.0,1614747154.1534212,4.52
469,0.317,44.5,3.01,43.5,1614747155.2044215,6.061
470,0.314,46.5,4.511,44.0,1614747156.2557058,7.532
471,0.274,46.5,4.66,44.5,1614747157.308712,7.611
472,0.314,46.0,4.401,44.0,1614747158.3636496,7.387
473,0.354,45.5,3.705,44.0,1614747159.408872,6.78
474,0.313,46.0,4.543,44.0,1614747160.463219,7.532
475,0.476,44.0,2.388,43.0,1614747161.5085998,5.175
476,0.764,43.0,0.16,42.0,1614747162.5580351,3.657
477,0.514,44.0,3.045,43.0,1614747163.606775,6.367
478,0.355,45.5,3.824,43.5,1614747164.6458979,6.78
479,0.313,46.0,4.472,44.0,1614747165.6940026,7.611
480,0.315,46.0,3.942,44.0,1614747166.7398612,6.859
481,0.316,44.5,3.327,43.5,1614747167.7934856,6.061
482,0.314,46.0,4.361,44.0,1614747168.8401163,7.309
483,0.351,46.0,4.794,44.5,1614747169.8904579,8.315
484,0.685,42.5,0.161,41.5,1614747170.9349067,3.3
485,0.766,42.5,0.04,41.0,1614747171.9837923,3.421
486,0.356,45.0,3.361,43.0,1614747173.0231993,6.249
487,0.315,45.0,3.824,43.0,1614747174.072493,6.702
488,0.351,46.0,4.91,44.0,1614747175.1271622,8.418
489,0.357,44.5,3.367,43.0,1614747176.1666741,5.902
490,0.315,44.5,3.784,43.0,1614747177.21951,6.741
491,0.314,46.0,4.511,43.5,1614747178.2699344,7.387
492,0.354,45.5,3.936,43.5,1614747179.3142664,6.938
493,0.764,42.0,0.281,41.5,1614747180.358363,3.697
494,0.598,43.5,1.634,41.5,1614747181.405182,5.023
495,0.315,45.0,3.824,43.0,1614747182.452774,6.623
496,0.353,45.0,4.55,43.5,1614747183.5035124,7.532
497,0.353,45.5,4.393,43.5,1614747184.5648088,7.532
498,0.316,44.0,3.322,43.0,1614747185.6137104,6.13
499,0.315,45.0,3.784,43.5,1614747186.6620119,6.82
500,0.313,46.0,4.653,44.0,1614747187.718714,8.237
501,1.557,43.5,0.319,41.5,1614747188.7683585,4.752
502,0.887,42.0,0.04,40.5,1614747189.814096,3.502
503,0.276,44.0,3.277,42.5,1614747190.8600497,6.397
504,0.315,44.5,3.711,42.5,1614747191.9112968,6.78
505,0.313,45.5,4.692,43.0,1614747192.968987,8.016
506,0.713,44.0,3.05,43.0,1614747194.0082023,6.021
507,0.276,44.0,3.711,43.0,1614747195.063533,6.741
508,0.314,45.0,4.433,43.0,1614747196.1144462,7.414
509,0.353,45.5,4.243,43.5,1614747197.1668484,7.23
510,0.725,41.5,0.12,41.0,1614747198.2123506,3.225
511,1.28,42.0,0.72,41.0,1614747199.252195,4.552
512,0.316,44.0,3.322,42.0,1614747200.302596,6.091
513,0.313,45.0,4.433,43.0,1614747201.3517282,7.611
514,0.314,45.0,4.59,42.5,1614747202.4074395,7.454
515,0.314,44.0,4.047,42.5,1614747203.4659078,7.163
516,0.315,44.5,3.824,42.5,1614747204.5131645,6.702
517,0.354,45.0,4.361,43.0,1614747205.5593925,7.309
518,1.357,43.0,0.56,41.0,1614747206.6024225,4.48
519,0.884,41.5,0.08,40.0,1614747207.6500008,3.737
520,0.432,44.5,4.197,43.0,1614747208.6896634,7.532
521,0.512,44.0,3.863,42.0,1614747209.7352955,6.859
522,0.314,44.5,4.55,42.5,1614747210.7855225,7.414
523,0.315,44.0,3.282,41.5,1614747211.865931,5.902
524,0.316,43.5,3.208,42.0,1614747212.9192834,6.021
525,0.353,44.5,4.354,43.0,1614747213.9632642,7.414
526,0.313,44.5,4.543,43.0,1614747215.0158336,7.571
527,0.845,41.0,0.16,40.5,1614747216.0627701,3.737
528,1.444,42.5,0.0,40.5,1614747217.1423032,4.592
529,0.277,43.5,3.327,41.5,1614747218.18885,6.061
530,1.135,45.5,4.262,42.5,1614747219.2306972,7.833
531,0.351,45.0,4.801,42.5,1614747220.2806106,8.354
532,0.317,43.5,2.971,42.0,1614747221.3323658,6.397
533,0.315,44.0,3.784,42.0,1614747222.3801267,6.78
534,0.275,45.0,4.315,42.5,1614747223.4342782,7.454
535,0.276,44.0,3.942,42.0,1614747224.486325,6.741
536,0.846,41.5,0.0,42.0,1614747225.5353873,3.697
537,0.552,43.0,3.272,42.0,1614747226.5920699,6.673
538,0.355,44.0,3.784,41.5,1614747227.6393945,6.702
539,0.314,44.5,4.511,42.5,1614747228.6937954,7.309
540,0.747,44.0,3.817,42.5,1614747229.7343225,7.006
541,0.356,43.5,3.243,41.5,1614747230.7884617,6.17
542,0.315,44.5,4.211,42.0,1614747231.8374145,7.084
543,0.312,45.0,4.949,42.5,1614747232.8901992,8.613
544,0.725,41.0,0.12,40.5,1614747233.9349003,3.26
545,0.725,41.0,0.04,41.5,1614747234.9830503,3.462
546,0.277,43.0,3.401,41.5,1614747236.0249372,6.14
547,0.276,43.5,3.824,41.5,1614747237.077388,6.633
548,0.351,44.5,4.833,42.5,1614747238.1286538,8.379
549,1.184,44.0,3.311,42.0,1614747239.1712446,6.702
550,0.473,44.0,3.666,41.5,1614747240.221698,6.78
551,0.353,44.0,4.354,42.0,1614747241.2648122,7.426
552,0.315,44.0,3.942,42.0,1614747242.319482,6.899
553,0.924,41.0,0.08,42.0,1614747243.3653948,3.617
554,0.632,43.0,3.124,41.5,1614747244.4089212,6.288
555,0.315,43.5,3.863,41.5,1614747245.4520564,6.662
556,0.314,44.0,4.44,41.5,1614747246.5036619,7.348
557,0.314,44.0,4.132,42.0,1614747247.5533218,6.927
558,0.317,43.0,3.322,41.5,1614747248.6014268,6.436
559,1.1,44.5,3.733,41.5,1614747249.6411023,7.309
560,0.312,44.0,4.762,42.0,1614747250.7012613,8.159
561,1.637,42.0,0.16,40.0,1614747251.75024,4.48
562,0.846,40.5,0.04,39.0,1614747252.7933998,3.265
563,0.355,42.5,3.159,41.0,1614747253.8368022,6.555
564,0.355,43.0,3.824,41.5,1614747254.8792336,6.662
565,0.314,44.0,4.472,42.0,1614747255.9337249,7.348
566,1.346,43.0,2.491,41.5,1614747256.972347,6.249
567,0.276,43.5,3.632,41.5,1614747258.022771,6.436
568,0.314,44.0,4.44,42.0,1614747259.0732417,7.348
569,0.314,44.0,4.433,42.0,1614747260.1219485,7.375
570,0.845,41.0,0.12,40.0,1614747261.1687717,3.617
571,1.477,41.5,0.44,39.5,1614747262.213006,4.592
572,0.317,43.0,3.248,41.0,1614747263.2600193,6.061
573,0.353,43.5,4.472,41.5,1614747264.3168597,7.414
574,0.353,43.5,4.511,42.0,1614747265.3686128,7.414
575,0.314,42.5,3.699,41.5,1614747266.4194689,7.045
576,0.315,43.0,3.902,41.0,1614747267.4657972,6.633
577,0.275,44.0,4.479,41.5,1614747268.513681,7.348
578,1.194,41.5,1.512,40.5,1614747269.5658069,5.214
579,0.845,40.5,0.161,39.0,1614747270.6068945,3.3
580,0.512,43.0,3.739,41.5,1614747271.656768,7.191
581,0.276,43.0,3.902,41.0,1614747272.7009897,6.702
582,0.314,43.5,4.322,41.5,1614747273.75155,7.348
583,0.276,43.0,3.909,41.5,1614747274.8000934,6.594
584,0.277,42.0,3.288,41.0,1614747275.8465803,5.902
585,0.275,43.5,4.361,41.5,1614747276.8966522,7.191
586,0.273,43.5,4.692,41.5,1614747277.9421003,7.938
587,0.845,40.5,0.322,39.5,1614747278.9865818,3.462
588,0.925,40.5,0.04,39.0,1614747280.0293653,3.462
589,0.316,42.5,3.322,41.0,1614747281.0816905,6.357
590,0.394,43.0,3.666,41.0,1614747282.1287148,6.741
591,0.351,44.0,4.833,42.0,1614747283.1771333,8.496
592,0.317,42.0,3.372,41.0,1614747284.2249262,5.832
593,0.355,43.0,3.942,41.0,1614747285.2726998,6.702
594,0.314,44.0,4.433,41.0,1614747286.3224487,7.348
595,0.315,42.5,3.83,41.5,1614747287.3740492,6.741
596,0.685,40.0,0.04,38.5,1614747288.418733,3.144
597,0.515,41.5,3.203,41.0,1614747289.4658983,6.209
598,1.023,42.5,3.733,41.0,1614747290.5041797,7.151
599,0.275,43.0,4.511,41.0,1614747291.552005,7.454
600,0.275,43.0,4.132,41.0,1614747292.598132,6.927
601,0.277,42.0,3.09,40.5,1614747293.6534863,6.367
602,0.315,43.0,3.863,41.0,1614747294.6968687,6.623
603,0.312,43.5,4.801,41.0,1614747295.7495902,8.237
604,1.6,40.5,0.16,39.5,1614747296.7955074,4.246
605,0.685,39.5,0.12,38.0,1614747297.837889,3.3
606,0.356,42.0,3.282,40.0,1614747298.8788476,6.13
607,0.591,42.5,3.902,41.0,1614747299.9224188,6.82
608,0.314,43.0,4.433,41.0,1614747300.982725,7.637
609,0.99,42.5,2.852,41.0,1614747302.018704,6.021
610,0.316,42.5,3.711,40.5,1614747303.0670109,6.555
611,0.353,43.5,4.511,41.0,1614747304.1169844,7.532
612,0.314,43.0,4.511,41.0,1614747305.1787431,7.348
613,0.845,39.5,0.12,38.5,1614747306.220532,3.462
614,1.041,40.5,0.92,39.0,1614747307.2601259,4.6
615,0.317,42.0,3.248,40.0,1614747308.3110182,6.249
616,0.353,43.0,4.354,40.5,1614747309.3627436,7.532
617,0.55,43.5,4.504,41.0,1614747310.4023232,7.598
618,0.314,42.5,3.968,41.0,1614747311.4670355,7.309
619,0.276,42.0,3.745,40.5,1614747312.5171735,6.741
620,0.275,43.5,4.322,40.5,1614747313.5681055,7.309
621,1.357,41.0,0.758,39.5,1614747314.6285913,4.944
622,0.806,39.5,0.0,40.5,1614747315.670283,3.104
623,0.392,41.5,4.001,40.5,1614747316.7217789,7.387
624,0.276,43.0,3.863,40.5,1614747317.7715523,6.662
625,0.314,43.5,4.433,41.0,1614747318.8236933,7.387
626,2.135,42.5,1.346,40.0,1614747319.8912446,5.634
627,0.317,41.5,3.248,40.0,1614747320.9374049,5.942
628,0.314,43.5,4.401,40.5,1614747321.9845502,7.348
629,0.353,42.5,4.393,41.0,1614747323.029761,7.493
630,0.726,39.5,0.04,40.5,1614747324.0719826,3.144
631,2.113,41.0,0.039,38.0,1614747325.1303961,4.672
632,0.316,42.0,3.367,40.0,1614747326.1781268,6.021
633,0.275,43.0,4.322,40.5,1614747327.222247,7.269
634,0.391,42.5,4.575,41.0,1614747328.2652063,7.938
635,0.316,42.0,3.514,41.0,1614747329.311226,6.662
636,0.355,42.5,3.863,40.0,1614747330.3556979,6.78
637,0.275,42.0,4.322,41.0,1614747331.4093637,7.348
638,0.276,43.0,3.902,40.5,1614747332.4565048,6.702
639,0.685,39.0,0.12,38.5,1614747333.4980175,3.265
640,0.553,42.0,3.356,40.0,1614747334.54415,6.407
641,0.276,42.0,3.902,40.5,1614747335.5954156,6.673
642,0.314,42.5,4.401,40.5,1614747336.6456575,7.426
643,0.276,42.0,3.942,40.5,1614747337.698696,6.633
644,0.316,41.0,3.243,40.0,1614747338.7523174,6.249
645,0.394,42.5,3.705,40.5,1614747339.7985244,7.006
646,0.312,43.0,4.833,41.0,1614747340.8503695,8.496
647,0.925,39.5,0.12,38.5,1614747341.9013689,3.421
648,0.966,39.5,0.04,38.0,1614747342.9453132,3.26
649,0.316,41.0,3.361,39.5,1614747343.9903224,6.13
650,0.276,41.5,3.784,40.0,1614747345.0400093,6.741
651,0.312,43.0,4.949,40.5,1614747346.099609,8.535
652,0.357,42.0,3.367,40.0,1614747347.1475065,5.942
653,0.315,41.5,3.745,40.0,1614747348.2034395,6.741
654,0.314,43.0,4.433,40.5,1614747349.2541075,7.348
655,0.315,42.0,3.863,40.5,1614747350.3075323,6.78
656,0.845,39.0,0.161,38.5,1614747351.3515077,3.577
657,0.632,41.0,2.966,39.5,1614747352.3972158,6.288
658,0.315,42.0,3.863,40.0,1614747353.4447236,6.702
659,0.275,42.0,4.479,40.5,1614747354.495073,7.387
660,0.393,42.5,4.093,40.5,1614747355.5355737,7.006
661,0.277,41.0,3.288,40.0,1614747356.5907893,5.982
662,0.276,41.5,3.869,40.0,1614747357.6471083,6.594
663,0.312,43.0,4.801,40.5,1614747358.7005806,8.198
664,1.56,40.5,0.16,38.5,1614747359.7547293,4.44
665,0.685,39.0,0.12,38.0,1614747360.8014894,3.185
666,0.316,40.5,3.282,40.0,1614747361.8470702,6.288
667,0.315,41.5,4.021,40.0,1614747362.9002943,6.662
668,0.314,42.5,4.433,40.5,1614747363.9578822,7.833
669,0.872,41.5,2.931,40.0,1614747364.9969113,6.021
670,0.276,42.0,3.79,40.0,1614747366.0501127,6.555
671,0.275,42.5,4.511,40.5,1614747367.1042802,7.269
672,0.353,42.5,4.55,40.5,1614747368.1682017,7.348
673,0.805,39.5,0.201,38.0,1614747369.212846,3.542
674,1.201,39.5,0.641,38.0,1614747370.2523484,4.166
675,0.316,41.0,3.367,39.5,1614747371.2962887,6.061
676,0.314,43.0,4.472,40.0,1614747372.3487153,7.454
677,0.314,42.5,4.511,40.5,1614747373.3997114,7.414
678,0.314,41.5,3.89,40.0,1614747374.4538326,7.23
679,0.315,41.0,3.745,40.0,1614747375.5100374,6.633
680,0.275,42.0,4.479,40.0,1614747376.5575826,7.163
681,1.315,41.0,0.837,38.5,1614747377.6024961,4.792
682,0.845,39.0,0.04,37.5,1614747378.6501284,3.26
683,0.354,41.5,4.014,39.5,1614747379.6926327,7.124
684,0.315,41.5,3.902,39.5,1614747380.740502,6.702
685,0.275,42.5,4.433,40.0,1614747381.7890925,7.426
686,0.276,42.0,3.942,39.5,1614747382.836958,6.662
687,0.277,41.0,3.288,39.0,1614747383.887086,5.942
688,0.314,42.5,4.322,39.5,1614747384.9366913,7.191
689,0.312,42.5,4.653,40.0,1614747385.9811833,7.911
690,0.764,39.0,0.161,38.0,1614747387.030723,3.462
691,0.925,40.0,0.08,37.5,1614747388.1028688,4.592
692,0.316,41.0,3.367,39.0,1614747389.151196,6.061
693,0.354,42.0,4.322,39.5,1614747390.2054396,7.23
694,0.312,41.5,4.606,40.0,1614747391.2544415,7.977
695,0.316,40.5,3.322,40.0,1614747392.309795,6.594
696,0.276,41.5,3.909,39.5,1614747393.3617327,6.594
697,0.314,42.0,4.401,40.0,1614747394.408914,7.348
698,0.276,41.5,3.942,39.5,1614747395.4591153,6.673
699,0.845,39.0,0.12,37.5,1614747396.5032744,3.381
700,0.435,41.0,3.361,39.5,1614747397.5549352,6.407
701,0.276,41.0,3.824,39.0,1614747398.6047316,6.741
702,0.275,41.5,4.44,39.5,1614747399.653231,7.269
703,0.473,41.5,3.863,40.0,1614747400.7013583,6.888
704,0.277,40.5,3.129,39.0,1614747401.758939,6.17
705,0.276,42.0,3.672,39.0,1614747402.8119128,6.662
706,0.312,42.5,4.902,40.0,1614747403.870161,8.496
707,0.885,39.0,0.321,38.0,1614747404.9138367,3.697
708,0.725,38.5,0.0,39.0,1614747405.9621892,3.657
709,0.316,40.5,3.401,39.5,1614747407.006161,6.249
710,0.315,42.0,3.863,39.5,1614747408.0574138,6.741
711,0.351,43.0,4.755,40.0,1614747409.1115577,8.418
712,0.357,41.0,3.293,39.5,1614747410.1590846,5.872
713,0.276,41.0,3.745,39.5,1614747411.2133636,6.702
714,0.314,42.0,4.401,40.0,1614747412.2644236,7.309
715,0.315,41.5,3.942,40.0,1614747413.3120534,6.82
716,0.685,39.0,0.0,40.0,1614747414.3612278,3.381
717,0.555,40.0,2.891,39.0,1614747415.4078274,5.982
718,0.315,41.0,3.83,39.5,1614747416.4560099,6.633
719,0.314,41.5,4.44,40.0,1614747417.5056856,7.348
720,0.392,41.5,4.165,40.0,1614747418.5494156,7.163
721,0.277,40.5,3.288,39.0,1614747419.5947738,6.061
722,1.1,42.5,3.772,39.5,1614747420.6358557,7.23
723,0.314,42.0,4.465,40.0,1614747421.693303,7.794
724,1.36,39.5,0.24,38.0,1614747422.745797,4.48
725,0.766,38.5,0.12,37.5,1614747423.789373,3.3
726,0.314,40.5,3.739,39.5,1614747424.8407834,6.859
727,0.315,41.0,3.751,39.0,1614747425.8835475,6.633
728,0.393,41.5,4.243,40.0,1614747426.9274647,7.23
729,1.669,40.0,1.507,39.0,1614747427.9765475,5.863
730,0.317,40.5,3.208,39.0,1614747429.0246313,6.17
731,0.275,41.5,4.401,40.0,1614747430.0751462,7.387
732,0.314,42.5,4.472,39.5,1614747431.1221564,7.454
733,0.884,39.0,0.12,38.0,1614747432.1674216,3.577
734,1.442,38.5,0.4,37.5,1614747433.2060921,4.246
735,0.277,41.0,3.288,39.0,1614747434.2534893,6.061
736,0.275,41.5,4.44,39.5,1614747435.305151,7.387
737,0.314,42.0,4.511,40.0,1614747436.3558567,7.414
738,0.314,40.5,3.857,39.0,1614747437.4059937,7.006
739,0.355,41.5,3.902,39.0,1614747438.4586027,6.633
740,0.275,42.0,4.479,39.5,1614747439.5049222,7.309
741,1.076,40.5,1.116,38.0,1614747440.5597155,5.063
742,0.805,39.0,0.12,37.5,1614747441.605173,3.502
743,0.51,40.5,4.008,39.5,1614747442.6569161,7.493
744,0.276,41.0,3.784,39.0,1614747443.711743,6.78
745,0.236,41.5,4.511,39.5,1614747444.7687962,7.387
746,0.396,40.5,2.737,38.5,1614747445.8520172,5.444
747,0.277,41.0,3.288,39.0,1614747446.9132757,6.021
748,0.353,42.0,4.511,39.5,1614747447.9638734,7.493
749,0.314,41.5,4.472,40.0,1614747449.0157435,7.414
750,0.805,39.0,0.12,37.5,1614747450.0625572,3.617
751,2.076,39.5,0.04,37.0,1614747451.1287851,4.4
752,0.316,40.0,3.288,39.0,1614747452.1735394,6.021
753,0.275,41.0,4.361,39.5,1614747453.2186546,7.269
754,0.312,42.0,4.723,39.5,1614747454.2659113,8.016
755,0.277,40.0,3.164,39.0,1614747455.3131967,6.367
756,0.276,41.0,3.863,39.0,1614747456.3606188,6.633
757,0.314,41.5,4.361,40.0,1614747457.4094994,7.348
758,0.315,41.0,3.902,39.0,1614747458.4540706,6.662
759,0.924,38.5,0.16,37.5,1614747459.5008907,3.577
760,0.435,40.0,3.322,39.0,1614747460.5427864,6.249
761,0.315,40.5,3.942,39.0,1614747461.5912094,6.741
762,0.353,41.0,4.44,39.5,1614747462.6434236,7.348
763,0.276,41.0,3.942,39.0,1614747463.6931329,6.673
764,0.277,39.5,3.367,38.5,1614747464.7466488,6.021
765,0.276,40.5,3.981,39.0,1614747465.7941406,6.633
766,0.312,42.0,4.833,39.5,1614747466.8470142,8.457
767,0.764,38.5,0.322,37.5,1614747467.890777,3.502
768,0.925,38.0,0.04,37.0,1614747468.9357195,3.341
769,0.316,40.5,3.401,38.5,1614747469.9818394,6.328
770,0.315,41.5,3.902,39.0,1614747471.031818,6.662
771,0.273,41.5,4.801,39.5,1614747472.0877345,8.354
772,0.357,40.5,3.333,39.0,1614747473.1352415,5.942
773,0.236,41.0,3.942,39.0,1614747474.1890311,6.741
774,0.235,41.5,4.393,39.5,1614747475.2441325,7.532
775,0.354,41.5,4.021,39.0,1614747476.296109,6.82
776,0.766,38.0,0.12,37.5,1614747477.3417857,3.536
777,0.555,40.0,2.693,38.5,1614747478.3879712,6.13
778,0.315,41.0,3.632,39.0,1614747479.4410627,6.673
779,0.314,41.0,4.393,39.5,1614747480.4892292,7.454
780,0.353,41.0,4.283,39.0,1614747481.5478022,7.269
781,0.316,40.5,3.327,38.5,1614747482.5997267,6.061
782,0.355,41.0,3.824,39.0,1614747483.642626,6.741
783,0.352,42.0,4.614,39.5,1614747484.6910193,7.938
784,1.52,40.5,0.2,37.5,1614747485.7465444,4.48
785,0.925,38.0,0.08,37.0,1614747486.7901015,3.341
786,0.315,39.5,3.198,38.5,1614747487.8366144,6.594
787,0.315,41.0,3.942,39.0,1614747488.8795142,6.702
788,0.314,41.5,4.472,39.0,1614747489.929638,7.454
789,1.309,40.5,2.376,39.0,1614747490.9687796,5.982
790,0.316,41.0,3.52,39.0,1614747492.0163643,6.407
791,0.314,41.5,4.511,39.5,1614747493.0691185,7.454
792,0.275,42.0,4.479,39.5,1614747494.121422,7.309
793,0.884,38.0,0.12,37.0,1614747495.1668475,3.542
794,1.362,38.5,0.36,37.0,1614747496.2085898,4.326
795,0.317,40.0,3.288,38.0,1614747497.2560403,5.982
796,0.314,41.5,4.511,39.0,1614747498.31342,7.348
797,0.275,41.5,4.511,39.0,1614747499.3652925,7.387
798,0.275,40.5,3.739,39.0,1614747500.4141872,7.045
799,0.63,41.0,3.896,38.5,1614747501.4612334,6.82
800,0.314,41.5,4.55,39.0,1614747502.5108447,7.414
801,1.116,39.5,1.036,38.0,1614747503.5571492,4.864
802,0.885,38.0,0.0,39.0,1614747504.6061227,3.381
803,0.513,40.5,3.39,38.5,1614747505.649728,6.888
804,0.315,41.0,3.942,38.5,1614747506.6929002,6.702
805,0.314,41.5,4.361,39.5,1614747507.736106,7.348
806,0.315,41.0,3.902,39.0,1614747508.781443,6.633
807,0.316,40.5,3.327,39.0,1614747509.8306847,5.982
808,0.314,41.0,4.322,39.0,1614747510.8825674,7.269
809,0.351,41.5,4.684,39.5,1614747511.9279487,8.094
810,0.806,38.0,0.12,37.5,1614747512.972454,3.381
811,0.845,38.0,0.04,37.0,1614747514.0173445,3.542
812,0.277,40.0,3.367,38.5,1614747515.0741642,5.982
813,0.315,40.5,3.981,39.0,1614747516.1205618,6.633
814,0.391,41.0,4.684,39.5,1614747517.1662738,8.237
815,0.277,40.0,3.372,39.0,1614747518.2079823,5.872
816,0.315,40.5,3.902,39.0,1614747519.2614052,6.702
817,0.314,41.5,4.322,39.0,1614747520.3144217,7.348
818,1.176,42.0,3.883,39.0,1614747521.3542867,7.454
819,0.844,38.0,0.12,37.0,1614747522.4026656,3.617
820,0.555,40.0,2.971,38.5,1614747523.4439158,6.1
821,0.315,41.0,3.942,38.5,1614747524.4917796,6.702
822,0.353,40.5,4.393,39.0,1614747525.5446203,7.493
823,0.315,41.0,4.06,39.0,1614747526.5946953,6.741
824,0.316,40.5,3.361,38.5,1614747527.6441264,6.17
825,0.276,40.0,3.824,39.0,1614747528.6930838,6.741
826,0.312,41.0,4.684,39.0,1614747529.7480752,8.237
827,1.125,38.5,0.16,37.5,1614747530.789094,3.737
828,0.766,38.0,0.04,36.5,1614747531.8382573,3.421
829,0.316,39.5,3.238,38.0,1614747532.882614,6.367
830,0.276,40.5,3.942,39.0,1614747533.924984,6.702
831,0.314,41.0,4.519,39.0,1614747534.9780238,7.493
832,1.309,39.5,2.301,39.0,1614747536.0169318,5.942
833,0.276,40.0,3.672,38.5,1614747537.0707934,6.436
834,0.314,41.0,4.472,39.0,1614747538.115579,7.426
835,0.314,41.0,4.433,39.0,1614747539.1658316,7.387
836,1.003,38.0,0.28,37.0,1614747540.2133763,3.778
837,1.2,38.5,0.721,36.5,1614747541.2521818,4.326
838,0.316,40.0,3.367,38.0,1614747542.2987854,6.061
839,0.314,41.0,4.55,39.0,1614747543.3473158,7.454
840,0.314,41.0,4.55,39.0,1614747544.4052217,7.387
841,0.314,40.5,4.008,38.5,1614747545.4604006,7.309
842,0.315,40.0,3.863,38.5,1614747546.5095224,6.662
843,0.275,40.5,4.401,39.0,1614747547.556075,7.309
844,1.24,38.5,0.56,37.5,1614747548.6000237,4.32
845,0.925,38.0,0.12,36.5,1614747549.6469598,3.462
846,0.355,40.0,3.824,38.5,1614747550.6880937,7.006
847,0.315,40.5,3.981,38.5,1614747551.7395794,6.702
848,0.432,41.5,4.472,39.0,1614747552.7811215,7.454
849,0.315,40.5,3.942,38.5,1614747553.8317628,6.673
850,0.277,40.0,3.327,38.5,1614747554.8806,5.982
851,0.275,41.0,4.401,39.0,1614747555.9296448,7.269
852,0.312,41.0,4.653,39.5,1614747556.9761076,7.872
853,0.805,38.0,0.12,37.0,1614747558.0272722,3.462
854,0.646,37.5,0.04,36.0,1614747559.0761273,3.144
855,0.356,40.0,3.282,38.0,1614747560.1213188,6.209
856,0.276,40.5,4.021,38.5,1614747561.1643233,6.927
857,0.312,41.0,4.794,39.0,1614747562.2147157,8.418
858,0.317,39.5,3.372,38.0,1614747563.257971,5.872
859,0.315,40.5,3.942,38.5,1614747564.3064816,6.702
860,0.314,40.5,4.433,39.0,1614747565.359415,7.414
861,0.315,40.5,3.942,38.5,1614747566.4051476,6.662
862,0.885,38.0,0.04,36.0,1614747567.4544823,3.341
863,0.553,40.0,3.282,38.5,1614747568.4966779,6.288
864,0.315,40.5,3.902,38.5,1614747569.5389426,6.78
865,0.392,41.0,4.582,39.0,1614747570.58865,7.65
866,0.315,40.5,3.942,38.5,1614747571.6415002,6.662
867,1.103,40.5,3.311,38.0,1614747572.6791809,6.633
868,0.355,40.5,3.824,38.0,1614747573.730225,6.702
869,0.312,41.0,4.801,39.0,1614747574.7852461,8.237
870,0.924,38.5,0.2,37.0,1614747575.8283725,3.657
871,0.686,37.5,0.0,36.0,1614747576.8710723,3.024
872,0.316,40.0,3.322,38.0,1614747577.9159615,6.17
873,0.315,40.5,3.784,38.5,1614747578.9632986,6.741
874,0.313,41.0,4.614,39.0,1614747580.0236044,8.055
875,0.674,40.0,3.095,39.0,1614747581.0638304,5.832
876,0.434,40.0,3.705,38.5,1614747582.1119936,6.82
877,0.314,41.0,4.472,39.0,1614747583.1655734,7.454
878,0.353,41.0,4.243,39.0,1614747584.2186854,7.23
879,0.887,38.0,0.0,38.5,1614747585.2657068,3.185
880,0.6,38.5,1.557,38.0,1614747586.313151,4.752
881,0.316,40.0,3.751,39.0,1614747587.3600924,6.594
882,0.314,41.5,4.55,39.5,1614747588.4041116,7.414
883,0.314,41.5,4.472,39.0,1614747589.449291,7.387
884,0.315,38.5,3.119,38.5,1614747590.4994457,6.476
885,0.315,40.5,3.942,38.5,1614747591.543073,6.702
886,1.096,40.5,4.34,38.5,1614747592.5810938,7.911
887,1.437,39.0,0.439,38.0,1614747593.6426866,4.632
888,0.685,37.5,0.12,38.0,1614747594.685634,3.185
889,0.354,39.5,3.851,38.5,1614747595.7350264,7.163
890,0.276,40.0,3.981,38.5,1614747596.778633,6.702
891,0.314,41.0,4.472,38.5,1614747597.829188,7.426
892,2.026,40.5,0.915,37.5,1614747598.8925886,5.023
893,0.277,39.5,3.367,38.5,1614747599.9457638,6.061
894,0.314,40.5,4.479,39.0,1614747600.987991,7.454
895,1.016,41.0,4.489,39.0,1614747602.030439,8.237
896,0.885,38.0,0.12,38.5,1614747603.0762012,3.225
897,2.116,39.0,0.04,36.5,1614747604.1241019,4.52
898,0.316,40.0,3.327,38.5,1614747605.168759,6.021
