0.856,0.081,1612630828.0518882
0.122,0.04,1612630829.0833983
0.163,0.04,1612630830.1163018
0.163,0.04,1612630831.151185
1.099,0.122,1612630832.1662655
0.163,0.04,1612630833.2045019
0.204,0.081,1612630834.2313385
